100,0.0019073486328125,235
200,1.2516975402832031,22542
300,1.5163421630859375,38484
400,1.7209053039550781,53761
500,2.431154251098633,69532
600,1.8379688262939453,84810
700,2.0706653594970703,100615
800,3.609180450439453,115891
900,1.9991397857666016,131170
1000,2.0372867584228516,146449
1100,2.0685195922851562,162264
1200,12.783527374267578,177719
1300,2.1610260009765625,193054
1400,2.2313594818115234,208333
1500,2.3088455200195312,223692
1600,2.3217201232910156,239435
1700,2.335071563720703,254712
1800,2.2308826446533203,269992
1900,2.2745132446289062,285271
2000,2.275705337524414,300636
2100,2.1953582763671875,315916
2200,2.378702163696289,331193
2300,2.426624298095703,346471
2400,2.336263656616211,361749
2500,2.303600311279297,377027
2600,2.4747848510742188,392875
2700,2.3827552795410156,408154
2800,2.3584365844726562,423433
2900,2.763509750366211,438820
3000,2.4318695068359375,454100
3100,2.4518966674804688,469489
3200,2.4073123931884766,484880
3300,2.3734569549560547,500159
3400,2.4716854095458984,515438
3500,2.4487972259521484,530717
3600,2.8352737426757812,545996
3700,2.4461746215820312,561275
3800,2.521991729736328,576552
3900,2.556324005126953,591958
4000,2.553701400756836,607236
4100,2.468585968017578,622514
4200,2.6509761810302734,637794
4300,2.5663375854492188,653073
4400,2.5177001953125,668346
4500,2.5374889373779297,683628
4600,2.658843994140625,698905
4700,2.5701522827148438,714793
4800,2.744436264038086,730070
4900,2.5932788848876953,745350
5000,2.605915069580078,760627
5100,2.550363540649414,775905
5200,2.598285675048828,791183
5300,2.5835037231445312,806463
5400,3.326416015625,821734
5500,2.657175064086914,837015
5600,3.0317306518554688,852455
5700,2.747058868408203,867732
5800,2.566814422607422,883010
5900,2.506732940673828,898288
6000,2.599000930786133,913566
6100,2.6502609252929688,928846
6200,2.5796890258789062,944125
6300,2.5763511657714844,959404
6400,2.6526451110839844,974683
6500,2.6116371154785156,989962
6600,2.771615982055664,1005423
6700,2.579212188720703,1020702
6800,2.7399063110351562,1035983
6900,2.654552459716797,1051261
7000,2.6597976684570312,1066542
7100,2.635955810546875,1081820
7200,2.7577877044677734,1097101
7300,2.610921859741211,1112379
7400,2.6285648345947266,1127660
7500,2.7332305908203125,1142940
7600,2.7532577514648438,1158220
7700,2.6731491088867188,1173500
7800,2.777099609375,1188980
7900,2.7735233306884766,1204264
8000,2.7093887329101562,1219544
8100,2.730131149291992,1234822
8200,2.846240997314453,1250101
8300,2.7256011962890625,1265382
8400,2.76947021484375,1280658
8500,2.784252166748047,1295938
8600,2.797842025756836,1311217
8700,2.6853084564208984,1326498
8800,2.789735794067383,1341776
8900,3.1054019927978516,1357057
9000,2.957582473754883,1372335
9100,2.920866012573242,1387846
9200,2.8982162475585938,1403127
9300,2.9282569885253906,1418407
9400,2.8417110443115234,1433687
9500,2.8748512268066406,1448967
9600,3.4661293029785156,1464247
9700,2.7060508728027344,1479527
9800,2.7234554290771484,1494807
9900,2.8247833251953125,1510087
10000,3.162860870361328,1525366
10100,2.732515335083008,1540646
10200,2.8073787689208984,1556392
10300,2.797842025756836,1571671
10400,2.771139144897461,1586951
10500,2.9458999633789062,1602497
10600,2.9325485229492188,1617778
10700,2.8867721557617188,1633059
10800,2.8672218322753906,1648340
10900,2.8913021087646484,1663621
11000,3.590822219848633,1678900
11100,3.0105113983154297,1694182
11200,2.965211868286133,1709461
11300,2.9125213623046875,1724743
11400,2.865314483642578,1740022
11500,2.753734588623047,1755302
11600,2.837657928466797,1770582
11700,2.910614013671875,1785862
11800,2.86865234375,1801134
11900,2.8412342071533203,1816420
12000,2.956390380859375,1831699
12100,3.0829906463623047,1846981
12200,2.8891563415527344,1862558
12300,2.9125213623046875,1877839
12400,2.9070377349853516,1893120
